node1,node2,label,score_PA,score_CN,score_JC,score_AA,score_RA,score_COMB
G_5568,D_OMIM:254940,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_1056,D_ORPHA:1772,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_79728,D_ORPHA:84,1,84.0,2.0,0.06451612903225806,1.3426824550040934,0.45,0.014214576731461554
G_215,D_ORPHA:139399,1,0.0,0.0,0.0,0.0,0.0,0.0
G_55172,D_ORPHA:98914,0,16.0,0.0,0.0,0.0,0.0,0.0010864644635580482
G_171546,D_OMIM:620416,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7062,D_OMIM:621379,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_83696,D_ORPHA:352530,1,0.0,0.0,0.0,0.0,0.0,0.0
G_196,D_ORPHA:555877,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_3703,D_OMIM:619714,1,0.0,0.0,0.0,0.0,0.0,0.0
G_168507,D_OMIM:613086,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_91179,D_OMIM:600920,1,0.0,0.0,0.0,0.0,0.0,0.0
G_1349,D_OMIM:300887,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7780,D_OMIM:608118,1,0.0,0.0,0.0,0.0,0.0,0.0
G_49,D_OMIM:616917,0,0.0,0.0,0.0,0.0,0.0,0.0
G_3932,D_ORPHA:280142,1,0.0,0.0,0.0,0.0,0.0,0.0
G_64581,D_ORPHA:98826,0,0.0,0.0,0.0,0.0,0.0,0.0
G_8706,D_OMIM:615021,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2263,D_OMIM:614519,0,36.0,0.0,0.0,0.0,0.0,0.0024445450430056084
G_51109,D_ORPHA:436245,1,0.0,0.0,0.0,0.0,0.0,0.0
G_396,D_ORPHA:100991,0,0.0,0.0,0.0,0.0,0.0,0.0
G_8086,D_OMIM:620793,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_4287,D_OMIM:109150,1,0.0,0.0,0.0,0.0,0.0,0.0
G_60678,D_ORPHA:79476,0,0.0,0.0,0.0,0.0,0.0,0.0
G_5311,D_OMIM:615374,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_60675,D_ORPHA:478,1,32.0,5.0,0.2,3.119659391911439,1.0,0.023449524671570604
G_79693,D_OMIM:619609,1,0.0,0.0,0.0,0.0,0.0,0.0
G_85021,D_OMIM:615311,0,0.0,0.0,0.0,0.0,0.0,0.0
G_375387,D_OMIM:618875,1,0.0,0.0,0.0,0.0,0.0,0.0
G_1290,D_ORPHA:287,1,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_23031,D_OMIM:608836,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_2255,D_OMIM:180920,1,0.0,0.0,0.0,0.0,0.0,0.0
G_672,D_ORPHA:1331,1,121.0,4.0,0.09302325581395349,1.8213059770428457,0.4477124183006536,0.025237664101221344
G_55777,D_ORPHA:228402,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4854,D_OMIM:611880,0,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_54361,D_ORPHA:247768,1,0.0,0.0,0.0,0.0,0.0,0.0
G_84909,D_ORPHA:363396,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_1802,D_OMIM:271980,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_407975,D_ORPHA:391646,1,0.0,0.0,0.0,0.0,0.0,0.0
G_10978,D_ORPHA:397685,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_4054,D_OMIM:171300,0,12.0,0.0,0.0,0.0,0.0,0.000814848347668536
G_158326,D_ORPHA:2717,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6469,D_OMIM:620999,0,14.0,0.0,0.0,0.0,0.0,0.0009506564056132921
G_1339,D_OMIM:616873,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_4038,D_OMIM:619827,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_6868,D_OMIM:614008,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_2645,D_OMIM:125853,1,120.0,3.0,0.12,1.4407969303657029,0.37424242424242427,0.020914440923358063
G_673,D_ORPHA:251615,1,65.0,2.0,0.0273972602739726,0.8423570811228018,0.19047619047619047,0.01292440018098637
G_51744,D_OMIM:180300,1,0.0,0.0,0.0,0.0,0.0,0.0
G_81693,D_ORPHA:464738,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_71,D_ORPHA:2995,1,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_1781,D_OMIM:180104,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_4929,D_ORPHA:1617,1,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_1490,D_ORPHA:220402,1,15.0,3.0,0.6,1.5376628813112072,0.4261904761904762,0.013784517881258371
G_5931,D_OMIM:301137,1,0.0,0.0,0.0,0.0,0.0,0.0
G_84548,D_ORPHA:647815,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_5970,D_ORPHA:411788,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_1119,D_OMIM:604484,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_23498,D_ORPHA:521438,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5080,D_OMIM:194072,1,15.0,1.0,0.09090909090909091,0.43429448190325176,0.1,0.005273879583476571
G_6338,D_ORPHA:2750,0,0.0,0.0,0.0,0.0,0.0,0.0
G_23509,D_OMIM:618848,0,0.0,0.0,0.0,0.0,0.0,0.0
G_3785,D_ORPHA:439218,1,0.0,0.0,0.0,0.0,0.0,0.0
G_867,D_OMIM:616963,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_6138,D_ORPHA:124,1,19.0,0.0,0.0,0.0,0.0,0.001290176550475182
G_3123,D_ORPHA:85414,1,24.0,0.0,0.0,0.0,0.0,0.001629696695337072
G_3747,D_ORPHA:585956,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_4703,D_ORPHA:708123,1,0.0,0.0,0.0,0.0,0.0,0.0
G_23221,D_OMIM:618004,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2108,D_OMIM:231680,1,2.0,1.0,0.25,0.9102392266268373,0.3333333333333333,0.004391127206835657
G_79734,D_OMIM:615995,0,0.0,0.0,0.0,0.0,0.0,0.0
G_84942,D_ORPHA:63260,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_284403,D_ORPHA:2512,1,24.0,0.0,0.0,0.0,0.0,0.001629696695337072
G_56896,D_OMIM:618381,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_1690,D_OMIM:209500,0,0.0,0.0,0.0,0.0,0.0,0.0
G_57102,D_ORPHA:158769,0,0.0,0.0,0.0,0.0,0.0,0.0
G_51067,D_OMIM:203100,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_146227,D_ORPHA:217012,1,0.0,0.0,0.0,0.0,0.0,0.0
G_55617,D_OMIM:208920,0,0.0,0.0,0.0,0.0,0.0,0.0
G_501,D_ORPHA:79325,0,0.0,0.0,0.0,0.0,0.0,0.0
G_58,D_OMIM:100100,0,9.0,0.0,0.0,0.0,0.0,0.0006111362607514021
G_1302,D_OMIM:184840,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2778,D_ORPHA:79444,1,0.0,0.0,0.0,0.0,0.0,0.0
G_377,D_ORPHA:521305,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_9992,D_ORPHA:1885,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_2068,D_OMIM:607681,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_617,D_ORPHA:123,1,0.0,0.0,0.0,0.0,0.0,0.0
G_59335,D_ORPHA:209341,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_9627,D_ORPHA:376,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_2243,D_OMIM:309549,0,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_7201,D_OMIM:248500,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_64087,D_ORPHA:93406,0,0.0,0.0,0.0,0.0,0.0,0.0
G_79803,D_OMIM:266600,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_8313,D_OMIM:608615,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6569,D_OMIM:612286,1,0.0,0.0,0.0,0.0,0.0,0.0
G_64398,D_OMIM:300985,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_7942,D_ORPHA:206599,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_6945,D_OMIM:608516,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_2703,D_ORPHA:98994,1,39.0,2.0,0.1,0.9947966893327386,0.26785714285714285,0.011158895427704544
G_79755,D_ORPHA:659,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_404672,D_OMIM:615980,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_91181,D_OMIM:618310,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_4215,D_OMIM:620908,0,0.0,0.0,0.0,0.0,0.0,0.0
G_79776,D_ORPHA:103918,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_1830,D_OMIM:600195,0,0.0,0.0,0.0,0.0,0.0,0.0
G_2898,D_OMIM:619580,1,0.0,0.0,0.0,0.0,0.0,0.0
G_79443,D_ORPHA:98863,0,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_1729,D_OMIM:621191,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_60681,D_OMIM:223360,0,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_55148,D_ORPHA:568062,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_80204,D_ORPHA:528084,1,94.0,0.0,0.0,0.0,0.0,0.0063829787234035325
G_91574,D_OMIM:615035,1,0.0,0.0,0.0,0.0,0.0,0.0
G_147007,D_ORPHA:466703,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2697,D_OMIM:617525,1,0.0,0.0,0.0,0.0,0.0,0.0
G_55898,D_ORPHA:398088,0,0.0,0.0,0.0,0.0,0.0,0.0
G_8086,D_OMIM:231550,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2703,D_ORPHA:98944,0,12.0,0.0,0.0,0.0,0.0,0.000814848347668536
G_1933,D_ORPHA:742,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_5971,D_OMIM:617585,1,0.0,0.0,0.0,0.0,0.0,0.0
G_9371,D_ORPHA:475,0,17.0,0.0,0.0,0.0,0.0,0.001154368492530426
G_22806,D_OMIM:619226,0,0.0,0.0,0.0,0.0,0.0,0.0
G_4233,D_ORPHA:90636,1,480.0,0.0,0.0,0.0,0.0,0.032593933906741444
G_2323,D_OMIM:620926,1,0.0,0.0,0.0,0.0,0.0,0.0
G_51095,D_OMIM:311360,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_6660,D_ORPHA:313892,1,0.0,0.0,0.0,0.0,0.0,0.0
G_9289,D_ORPHA:98889,1,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_10466,D_OMIM:613612,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3990,D_ORPHA:700484,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_4694,D_OMIM:113620,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_3106,D_ORPHA:3287,1,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_1588,D_OMIM:613495,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_54517,D_OMIM:621001,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_2254,D_ORPHA:3237,1,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_4157,D_OMIM:613098,1,0.0,0.0,0.0,0.0,0.0,0.0
G_170302,D_OMIM:615506,0,0.0,0.0,0.0,0.0,0.0,0.0
G_8622,D_ORPHA:647782,1,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_8022,D_OMIM:619582,0,0.0,0.0,0.0,0.0,0.0,0.0
G_2074,D_OMIM:612437,0,9.0,0.0,0.0,0.0,0.0,0.0006111362607514021
G_1188,D_ORPHA:358,1,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_4810,D_OMIM:618910,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_126129,D_ORPHA:83454,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_2846,D_OMIM:613839,0,0.0,0.0,0.0,0.0,0.0,0.0
G_157855,D_OMIM:135750,0,0.0,0.0,0.0,0.0,0.0,0.0
G_5649,D_OMIM:600512,1,8.0,2.0,1.0,2.352934267515801,0.8333333333333333,0.009053870529560826
G_4038,D_OMIM:616304,1,0.0,0.0,0.0,0.0,0.0,0.0
G_344658,D_OMIM:621567,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_9896,D_OMIM:612577,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3766,D_OMIM:600791,1,5.0,1.0,0.3333333333333333,0.6213349345596119,0.2,0.004594839293752791
G_8912,D_OMIM:617027,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3460,D_ORPHA:163931,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_23405,D_ORPHA:99915,1,8.0,0.0,0.0,0.0,0.0,0.0005432322317790241
G_7275,D_ORPHA:99803,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_3759,D_OMIM:613980,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8242,D_ORPHA:85279,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2137,D_OMIM:620852,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_3045,D_ORPHA:231237,1,4.0,1.0,0.5,0.29401410379520604,0.03333333333333333,0.004526935264780413
G_9464,D_ORPHA:154,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8314,D_ORPHA:85128,0,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_5091,D_OMIM:600105,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_816,D_ORPHA:178469,1,35.0,0.0,0.0,0.0,0.0,0.00237664101403323
G_130557,D_OMIM:618766,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_2067,D_ORPHA:1466,1,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_6576,D_OMIM:615182,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4481,D_OMIM:614266,1,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_1412,D_ORPHA:98991,1,28.0,2.0,0.13333333333333333,1.4683498531780845,0.5,0.010411951109008387
G_2245,D_OMIM:235200,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_10049,D_ORPHA:708126,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5538,D_ORPHA:699734,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5077,D_ORPHA:99756,1,20.0,2.0,0.5,2.352934267515801,0.8333333333333333,0.009868718877229362
G_64132,D_OMIM:605822,1,0.0,0.0,0.0,0.0,0.0,0.0
G_79840,D_ORPHA:169079,1,0.0,0.0,0.0,0.0,0.0,0.0
G_387787,D_OMIM:620711,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_788,D_OMIM:614618,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_6390,D_ORPHA:2505,0,20.0,0.0,0.0,0.0,0.0,0.00135808057944756
G_64175,D_OMIM:613703,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_84140,D_OMIM:240300,0,0.0,0.0,0.0,0.0,0.0,0.0
G_11340,D_OMIM:619521,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_10558,D_ORPHA:36386,1,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_2395,D_OMIM:601992,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7170,D_OMIM:611548,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_29072,D_OMIM:616831,1,0.0,0.0,0.0,0.0,0.0,0.0
G_23529,D_OMIM:610313,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3043,D_ORPHA:231214,1,0.0,0.0,0.0,0.0,0.0,0.0
G_23405,D_OMIM:180295,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4439,D_OMIM:617442,1,0.0,0.0,0.0,0.0,0.0,0.0
G_80270,D_ORPHA:79301,1,0.0,0.0,0.0,0.0,0.0,0.0
G_10262,D_OMIM:154400,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3418,D_ORPHA:251601,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2224,D_OMIM:267750,0,0.0,0.0,0.0,0.0,0.0,0.0
G_9496,D_ORPHA:3301,1,0.0,0.0,0.0,0.0,0.0,0.0
G_389692,D_OMIM:147630,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8867,D_OMIM:615530,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7545,D_ORPHA:2092,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_2615,D_OMIM:616941,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_6295,D_OMIM:619452,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_5447,D_OMIM:620888,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_8905,D_ORPHA:1568,1,0.0,0.0,0.0,0.0,0.0,0.0
G_56652,D_OMIM:609286,1,0.0,0.0,0.0,0.0,0.0,0.0
G_54440,D_OMIM:301082,1,0.0,0.0,0.0,0.0,0.0,0.0
G_23247,D_ORPHA:475,1,17.0,0.0,0.0,0.0,0.0,0.001154368492530426
G_1636,D_OMIM:612624,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4056,D_OMIM:621252,0,0.0,0.0,0.0,0.0,0.0,0.0
G_4693,D_ORPHA:891,1,20.0,1.0,0.2,0.4170323914242463,0.09090909090909091,0.0056133997283384605
G_3458,D_ORPHA:805,1,12.0,1.0,0.05263157894736842,0.45511961331341866,0.1111111111111111,0.005070167496559437
G_2782,D_OMIM:614286,1,9.0,0.0,0.0,0.0,0.0,0.0006111362607514021
G_23095,D_OMIM:171300,1,12.0,3.0,0.25,1.8265671733784328,0.5595238095238095,0.013580805794341238
G_1808,D_OMIM:270200,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_57709,D_OMIM:615725,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6575,D_ORPHA:542657,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_1063,D_ORPHA:444069,1,0.0,0.0,0.0,0.0,0.0,0.0
G_10815,D_ORPHA:280,1,10.0,0.0,0.0,0.0,0.0,0.00067904028972378
G_84811,D_OMIM:621123,1,0.0,0.0,0.0,0.0,0.0,0.0
G_353116,D_OMIM:222100,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_4803,D_ORPHA:64752,1,0.0,0.0,0.0,0.0,0.0,0.0
G_406932,D_OMIM:618618,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3155,D_OMIM:128100,0,0.0,0.0,0.0,0.0,0.0,0.0
G_84059,D_OMIM:620478,0,0.0,0.0,0.0,0.0,0.0,0.0
G_91039,D_OMIM:620331,1,0.0,0.0,0.0,0.0,0.0,0.0
G_57104,D_ORPHA:98908,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6524,D_OMIM:621510,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_55503,D_ORPHA:676,1,10.0,1.0,0.2,0.5138983423697507,0.14285714285714285,0.004934359438614681
G_4157,D_OMIM:266300,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6239,D_ORPHA:2307,0,0.0,0.0,0.0,0.0,0.0,0.0
G_2313,D_ORPHA:2308,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4311,D_ORPHA:497757,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2624,D_OMIM:614286,1,9.0,0.0,0.0,0.0,0.0,0.0006111362607514021
G_51684,D_ORPHA:475,1,136.0,0.0,0.0,0.0,0.0,0.009234947940243408
G_57505,D_OMIM:614096,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4099,D_OMIM:551500,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_4000,D_OMIM:615429,0,0.0,0.0,0.0,0.0,0.0,0.0
G_8822,D_ORPHA:432,1,30.0,12.0,0.42857142857142855,8.807536621724891,2.929166666666667,0.05310095065586215
G_6929,D_OMIM:619645,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_3557,D_OMIM:612628,1,0.0,0.0,0.0,0.0,0.0,0.0
G_160418,D_ORPHA:100031,0,15.0,0.0,0.0,0.0,0.0,0.0010185604345856701
G_791114,D_OMIM:182230,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_1836,D_ORPHA:93298,1,0.0,0.0,0.0,0.0,0.0,0.0
G_387,D_OMIM:615444,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_7480,D_OMIM:617073,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4719,D_ORPHA:1145,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_57679,D_OMIM:619555,0,0.0,0.0,0.0,0.0,0.0,0.0
G_261734,D_OMIM:606996,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7942,D_OMIM:218330,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_55823,D_OMIM:616683,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5832,D_ORPHA:447760,1,0.0,0.0,0.0,0.0,0.0,0.0
G_9241,D_OMIM:184460,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4038,D_OMIM:614305,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6329,D_ORPHA:681,1,11.0,1.0,0.09090909090909091,0.48089834696298783,0.125,0.005002263467587059
G_3040,D_ORPHA:715154,1,0.0,0.0,0.0,0.0,0.0,0.0
G_56606,D_ORPHA:94088,1,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_9719,D_OMIM:231050,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2591,D_ORPHA:699605,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_6440,D_OMIM:178500,1,20.0,3.0,0.3,2.785377495893057,0.95,0.014124038026120262
G_8504,D_OMIM:617370,1,0.0,0.0,0.0,0.0,0.0,0.0
G_166378,D_ORPHA:457351,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2815,D_OMIM:618144,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_4091,D_ORPHA:402075,1,12.0,0.0,0.0,0.0,0.0,0.000814848347668536
G_55214,D_OMIM:304790,0,0.0,0.0,0.0,0.0,0.0,0.0
G_5660,D_OMIM:613695,0,8.0,0.0,0.0,0.0,0.0,0.0005432322317790241
G_221496,D_OMIM:620282,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_3097,D_ORPHA:15,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_83987,D_OMIM:614205,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3621,D_ORPHA:500464,1,4.0,1.0,0.5,0.3789231816899512,0.07142857142857142,0.004526935264780413
G_93233,D_OMIM:620114,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_1193,D_ORPHA:293168,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_5837,D_OMIM:618513,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_4358,D_OMIM:615274,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_816,D_OMIM:613098,0,0.0,0.0,0.0,0.0,0.0,0.0
G_4595,D_OMIM:613659,1,27.0,0.0,0.0,0.0,0.0,0.001833408782254206
G_84433,D_OMIM:615206,1,0.0,0.0,0.0,0.0,0.0,0.0
G_79443,D_ORPHA:169154,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_91147,D_OMIM:602152,1,0.0,0.0,0.0,0.0,0.0,0.0
G_11330,D_OMIM:167800,1,8.0,3.0,0.5,3.6067376022224082,1.25,0.013309189678451726
G_2070,D_ORPHA:90635,1,132.0,0.0,0.0,0.0,0.0,0.008963331824353897
G_673,D_OMIM:304790,0,0.0,0.0,0.0,0.0,0.0,0.0
G_26580,D_OMIM:619735,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_3791,D_ORPHA:3303,1,8.0,1.0,0.1111111111111111,0.6213349345596119,0.2,0.004798551380669925
G_124842,D_OMIM:615010,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_120766137,D_OMIM:615489,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_4640,D_OMIM:621179,1,0.0,0.0,0.0,0.0,0.0,0.0
G_990,D_OMIM:305000,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_9377,D_OMIM:619064,1,0.0,0.0,0.0,0.0,0.0,0.0
G_79731,D_OMIM:612782,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_646960,D_ORPHA:35612,1,8.0,0.0,0.0,0.0,0.0,0.0005432322317790241
G_57158,D_OMIM:617731,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_1605,D_ORPHA:280333,1,0.0,0.0,0.0,0.0,0.0,0.0
G_63036,D_OMIM:618620,1,0.0,0.0,0.0,0.0,0.0,0.0
G_435,D_OMIM:614896,0,0.0,0.0,0.0,0.0,0.0,0.0
G_699,D_OMIM:223800,0,0.0,0.0,0.0,0.0,0.0,0.0
G_336,D_ORPHA:247262,0,12.0,0.0,0.0,0.0,0.0,0.000814848347668536
G_9149,D_ORPHA:169147,0,7.0,0.0,0.0,0.0,0.0,0.00047532820280664606
G_9051,D_ORPHA:251523,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5337,D_ORPHA:178338,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_84529,D_ORPHA:98869,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8766,D_ORPHA:69723,0,0.0,0.0,0.0,0.0,0.0,0.0
G_123041,D_ORPHA:100033,1,18.0,0.0,0.0,0.0,0.0,0.0012222725215028042
G_57688,D_ORPHA:1827,1,0.0,0.0,0.0,0.0,0.0,0.0
G_83854,D_ORPHA:231160,1,0.0,0.0,0.0,0.0,0.0,0.0
G_201595,D_ORPHA:370924,1,0.0,0.0,0.0,0.0,0.0,0.0
G_25942,D_ORPHA:576,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_114928,D_ORPHA:99757,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_10522,D_OMIM:617768,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_5745,D_OMIM:613647,0,8.0,0.0,0.0,0.0,0.0,0.0005432322317790241
G_4076,D_OMIM:618468,0,3.0,1.0,0.010752688172043012,0.7213475204444817,0.25,0.004459031235808035
G_64072,D_ORPHA:760,0,8.0,0.0,0.0,0.0,0.0,0.0005432322317790241
G_163175,D_OMIM:617468,1,0.0,0.0,0.0,0.0,0.0,0.0
G_83844,D_OMIM:301101,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7136,D_OMIM:601680,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6304,D_ORPHA:254693,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
